conferenceName,conferenceSequence,divisionName,divisionSequence,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,pointPctg,points,streakCode,streakCount,winPctg,teamName.default,tri_code,date,season_id
Eastern,13,Atlantic,5,22,-6,-0.272727,69,63,2.863636,0.454545,20,W,1,0.409091,Pittsburgh Penguins,PIT,11/22/2007,20072008
Eastern,14,Northeast,5,19,-2,-0.105263,56,54,2.842105,0.447368,17,W,2,0.421053,Buffalo Sabres,BUF,11/22/2007,20072008
Eastern,15,Southeast,5,21,-17,-0.809524,64,47,2.238095,0.309524,13,L,5,0.285714,Washington Capitals,WSH,11/22/2007,20072008
Western,1,Central,1,22,21,0.954545,53,74,3.363636,0.704545,31,L,1,0.681818,Detroit Red Wings,DET,11/22/2007,20072008
Western,2,Northwest,1,21,0,0,61,61,2.904762,0.595238,25,W,1,0.571429,Colorado Avalanche,COL,11/22/2007,20072008
Western,3,Pacific,1,21,10,0.47619,47,57,2.714286,0.595238,25,OT,1,0.52381,San Jose Sharks,SJS,11/22/2007,20072008
Western,4,Central,2,21,2,0.095238,62,64,3.047619,0.595238,25,W,2,0.571429,Chicago Blackhawks,CHI,11/22/2007,20072008
Western,5,Northwest,2,21,2,0.095238,57,59,2.809524,0.571429,24,W,1,0.52381,Vancouver Canucks,VAN,11/22/2007,20072008
Western,6,Central,3,21,0,0,59,59,2.809524,0.571429,24,W,1,0.52381,Nashville Predators,NSH,11/22/2007,20072008
Western,7,Northwest,3,21,3,0.142857,54,57,2.714286,0.571429,24,L,1,0.52381,Minnesota Wild,MIN,11/22/2007,20072008
Western,8,Pacific,2,21,7,0.333333,56,63,3,0.571429,24,W,3,0.47619,Dallas Stars,DAL,11/22/2007,20072008
Western,9,Pacific,3,22,-5,-0.227273,60,55,2.5,0.522727,23,L,1,0.454545,Anaheim Ducks,ANA,11/22/2007,20072008
Western,10,Central,4,19,2,0.105263,45,47,2.473684,0.578947,22,L,1,0.578947,St. Louis Blues,STL,11/22/2007,20072008
Western,11,Central,5,21,0,0,55,55,2.619048,0.52381,22,L,1,0.428571,Columbus Blue Jackets,CBJ,11/22/2007,20072008
Western,12,Northwest,4,22,-5,-0.227273,66,61,2.772727,0.477273,21,L,1,0.409091,Calgary Flames,CGY,11/22/2007,20072008
Western,13,Pacific,4,19,-11,-0.578947,57,46,2.421053,0.473684,18,W,2,0.473684,Phoenix Coyotes,PHX,11/22/2007,20072008
Western,14,Pacific,5,21,-11,-0.52381,70,59,2.809524,0.404762,17,L,4,0.380952,Los Angeles Kings,LAK,11/22/2007,20072008
Western,15,Northwest,5,22,-20,-0.909091,71,51,2.318182,0.386364,17,L,1,0.363636,Edmonton Oilers,EDM,11/22/2007,20072008
Eastern,1,Atlantic,1,25,10,0.4,58,68,2.72,0.68,34,W,2,0.64,New York Rangers,NYR,11/27/2008,20082009
Eastern,2,Northeast,1,22,19,0.863636,52,71,3.227273,0.727273,32,L,1,0.636364,Boston Bruins,BOS,11/27/2008,20082009
Eastern,3,Southeast,1,22,2,0.090909,72,74,3.363636,0.613636,27,W,1,0.545455,Washington Capitals,WSH,11/27/2008,20082009
Eastern,4,Atlantic,2,21,10,0.47619,58,68,3.238095,0.690476,29,W,1,0.619048,Pittsburgh Penguins,PIT,11/27/2008,20082009
Eastern,5,Northeast,2,21,8,0.380952,56,64,3.047619,0.666667,28,W,1,0.571429,Montréal Canadiens,MTL,11/27/2008,20082009
Eastern,6,Atlantic,3,21,8,0.380952,56,64,3.047619,0.619048,26,W,5,0.571429,New Jersey Devils,NJD,11/27/2008,20082009
Eastern,7,Atlantic,4,21,8,0.380952,64,72,3.428571,0.619048,26,W,6,0.52381,Philadelphia Flyers,PHI,11/27/2008,20082009
Eastern,8,Southeast,2,23,-8,-0.347826,69,61,2.652174,0.521739,24,L,3,0.478261,Carolina Hurricanes,CAR,11/27/2008,20082009
Eastern,9,Northeast,3,21,-4,-0.190476,63,59,2.809524,0.547619,23,W,1,0.47619,Buffalo Sabres,BUF,11/27/2008,20082009
Eastern,10,Northeast,4,21,-2,-0.095238,52,50,2.380952,0.47619,20,W,2,0.380952,Ottawa Senators,OTT,11/27/2008,20082009
Eastern,11,Atlantic,5,22,-12,-0.545455,71,59,2.681818,0.454545,20,L,1,0.409091,New York Islanders,NYI,11/27/2008,20082009
Eastern,12,Northeast,5,22,-13,-0.590909,80,67,3.045455,0.454545,20,OT,1,0.318182,Toronto Maple Leafs,TOR,11/27/2008,20082009
Eastern,13,Southeast,3,21,-16,-0.761905,64,48,2.285714,0.452381,19,OT,1,0.285714,Tampa Bay Lightning,TBL,11/27/2008,20082009
Eastern,14,Southeast,4,21,-12,-0.571429,74,62,2.952381,0.428571,18,L,1,0.380952,Atlanta Thrashers,ATL,11/27/2008,20082009
Eastern,15,Southeast,5,21,-12,-0.571429,61,49,2.333333,0.428571,18,OT,1,0.380952,Florida Panthers,FLA,11/27/2008,20082009
Western,1,Pacific,1,22,30,1.363636,53,83,3.772727,0.840909,37,W,5,0.818182,San Jose Sharks,SJS,11/27/2008,20082009
Western,2,Central,1,21,13,0.619048,63,76,3.619048,0.761905,32,L,1,0.666667,Detroit Red Wings,DET,11/27/2008,20082009
Western,3,Northwest,1,23,16,0.695652,56,72,3.130435,0.652174,30,L,1,0.608696,Vancouver Canucks,VAN,11/27/2008,20082009
Western,4,Northwest,2,23,-4,-0.173913,73,69,3,0.586957,27,W,2,0.565217,Calgary Flames,CGY,11/27/2008,20082009
Western,5,Pacific,2,23,0,0,69,69,3,0.586957,27,W,2,0.521739,Anaheim Ducks,ANA,11/27/2008,20082009
Western,6,Central,2,20,14,0.7,59,73,3.65,0.65,26,OT,1,0.5,Chicago Blackhawks,CHI,11/27/2008,20082009
Western,7,Northwest,3,20,9,0.45,43,52,2.6,0.625,25,L,1,0.6,Minnesota Wild,MIN,11/27/2008,20082009
Western,8,Central,3,21,-6,-0.285714,68,62,2.952381,0.52381,22,OT,1,0.47619,Nashville Predators,NSH,11/27/2008,20082009
Western,9,Pacific,3,21,-4,-0.190476,58,54,2.571429,0.5,21,W,1,0.428571,Los Angeles Kings,LAK,11/27/2008,20082009
Western,10,Central,4,21,-6,-0.285714,68,62,2.952381,0.5,21,L,1,0.428571,Columbus Blue Jackets,CBJ,11/27/2008,20082009
Western,11,Central,5,20,-4,-0.2,61,57,2.85,0.5,20,L,1,0.45,St. Louis Blues,STL,11/27/2008,20082009
Western,12,Northwest,4,21,-8,-0.380952,61,53,2.52381,0.47619,20,W,1,0.47619,Colorado Avalanche,COL,11/27/2008,20082009
Western,13,Pacific,4,21,-8,-0.380952,59,51,2.428571,0.47619,20,W,1,0.428571,Phoenix Coyotes,PHX,11/27/2008,20082009
Western,14,Northwest,5,21,-10,-0.47619,64,54,2.571429,0.47619,20,L,2,0.428571,Edmonton Oilers,EDM,11/27/2008,20082009
Western,15,Pacific,5,21,-18,-0.857143,77,59,2.809524,0.428571,18,W,1,0.333333,Dallas Stars,DAL,11/27/2008,20082009
Eastern,1,Atlantic,1,25,8,0.32,69,77,3.08,0.68,34,W,3,0.68,Pittsburgh Penguins,PIT,11/26/2009,20092010
Eastern,2,Southeast,1,25,14,0.56,73,87,3.48,0.68,34,W,1,0.56,Washington Capitals,WSH,11/26/2009,20092010
Eastern,3,Northeast,1,23,3,0.130435,66,69,3,0.630435,29,W,1,0.565217,Ottawa Senators,OTT,11/26/2009,20092010
Eastern,4,Atlantic,2,22,12,0.545455,49,61,2.772727,0.704545,31,W,1,0.681818,New Jersey Devils,NJD,11/26/2009,20092010
Eastern,5,Northeast,2,24,0,0,59,59,2.458333,0.583333,28,W,4,0.5,Boston Bruins,BOS,11/26/2009,20092010
Eastern,6,Atlantic,3,22,15,0.681818,60,75,3.409091,0.613636,27,W,1,0.590909,Philadelphia Flyers,PHI,11/26/2009,20092010
Eastern,7,Atlantic,4,24,8,0.333333,66,74,3.083333,0.5625,27,W,2,0.541667,New York Rangers,NYR,11/26/2009,20092010
Eastern,8,Northeast,3,21,2,0.095238,52,54,2.571429,0.619048,26,L,2,0.571429,Buffalo Sabres,BUF,11/26/2009,20092010
Eastern,9,Southeast,2,21,12,0.571429,61,73,3.47619,0.595238,25,W,1,0.52381,Atlanta Thrashers,ATL,11/26/2009,20092010
Eastern,10,Southeast,3,22,-8,-0.363636,67,59,2.681818,0.568182,25,L,1,0.409091,Tampa Bay Lightning,TBL,11/26/2009,20092010
Eastern,11,Northeast,4,25,-9,-0.36,72,63,2.52,0.5,25,L,1,0.48,Montréal Canadiens,MTL,11/26/2009,20092010
Eastern,12,Atlantic,5,25,-8,-0.32,76,68,2.72,0.5,25,L,1,0.36,New York Islanders,NYI,11/26/2009,20092010
Eastern,13,Southeast,4,23,-10,-0.434783,73,63,2.73913,0.521739,24,OT,2,0.434783,Florida Panthers,FLA,11/26/2009,20092010
Eastern,14,Northeast,5,23,-24,-1.043478,85,61,2.652174,0.369565,17,W,1,0.217391,Toronto Maple Leafs,TOR,11/26/2009,20092010
Eastern,15,Southeast,5,24,-31,-1.291667,86,55,2.291667,0.3125,15,L,2,0.208333,Carolina Hurricanes,CAR,11/26/2009,20092010
Western,1,Pacific,1,26,18,0.692308,69,87,3.346154,0.692308,36,L,1,0.615385,San Jose Sharks,SJS,11/26/2009,20092010
Western,2,Central,1,23,26,1.130435,51,77,3.347826,0.73913,34,W,8,0.695652,Chicago Blackhawks,CHI,11/26/2009,20092010
Western,3,Northwest,1,25,2,0.08,75,77,3.08,0.64,32,OT,1,0.56,Colorado Avalanche,COL,11/26/2009,20092010
Western,4,Northwest,2,23,8,0.347826,63,71,3.086957,0.673913,31,W,1,0.608696,Calgary Flames,CGY,11/26/2009,20092010
Western,5,Pacific,2,26,-3,-0.115385,80,77,2.961538,0.576923,30,L,1,0.538462,Los Angeles Kings,LAK,11/26/2009,20092010
Western,6,Central,2,23,-3,-0.130435,60,57,2.478261,0.630435,29,W,7,0.608696,Nashville Predators,NSH,11/26/2009,20092010
Western,7,Pacific,3,24,4,0.166667,69,73,3.041667,0.604167,29,OT,1,0.458333,Dallas Stars,DAL,11/26/2009,20092010
Western,8,Central,3,24,-13,-0.541667,86,73,3.041667,0.5625,27,L,3,0.5,Columbus Blue Jackets,CBJ,11/26/2009,20092010
Western,9,Pacific,4,25,-1,-0.04,61,60,2.4,0.54,27,L,2,0.52,Phoenix Coyotes,PHX,11/26/2009,20092010
Western,10,Central,4,23,2,0.086957,66,68,2.956522,0.565217,26,L,2,0.478261,Detroit Red Wings,DET,11/26/2009,20092010
Western,11,Northwest,3,24,10,0.416667,61,71,2.958333,0.541667,26,W,1,0.541667,Vancouver Canucks,VAN,11/26/2009,20092010
Western,12,Northwest,4,25,-5,-0.2,78,73,2.92,0.46,23,L,1,0.4,Edmonton Oilers,EDM,11/26/2009,20092010
Western,13,Central,5,22,-3,-0.136364,57,54,2.454545,0.5,22,W,1,0.409091,St. Louis Blues,STL,11/26/2009,20092010
Western,14,Pacific,5,23,-11,-0.478261,77,66,2.869565,0.456522,21,W,2,0.391304,Anaheim Ducks,ANA,11/26/2009,20092010
Western,15,Northwest,5,23,-15,-0.652174,70,55,2.391304,0.413043,19,OT,1,0.347826,Minnesota Wild,MIN,11/26/2009,20092010
Eastern,1,Atlantic,1,23,28,1.217391,56,84,3.652174,0.695652,32,W,3,0.652174,Philadelphia Flyers,PHI,11/25/2010,20102011
Eastern,2,Southeast,1,23,11,0.478261,66,77,3.347826,0.695652,32,W,1,0.652174,Washington Capitals,WSH,11/25/2010,20102011
Eastern,3,Northeast,1,22,14,0.636364,43,57,2.590909,0.659091,29,W,1,0.636364,Montréal Canadiens,MTL,11/25/2010,20102011
Eastern,4,Southeast,2,22,2,0.090909,68,70,3.181818,0.636364,28,W,5,0.590909,Tampa Bay Lightning,TBL,11/25/2010,20102011
Eastern,5,Atlantic,2,23,11,0.478261,59,70,3.043478,0.608696,28,W,4,0.565217,Pittsburgh Penguins,PIT,11/25/2010,20102011
Eastern,6,Northeast,2,20,19,0.95,39,58,2.9,0.65,26,W,1,0.6,Boston Bruins,BOS,11/25/2010,20102011
Eastern,7,Atlantic,3,23,3,0.130435,65,68,2.956522,0.543478,25,L,1,0.521739,New York Rangers,NYR,11/25/2010,20102011
Eastern,8,Southeast,3,22,-1,-0.045455,71,70,3.181818,0.522727,23,W,3,0.454545,Atlanta Thrashers,ATL,11/25/2010,20102011
Eastern,9,Northeast,3,22,-16,-0.727273,69,53,2.409091,0.477273,21,L,1,0.454545,Ottawa Senators,OTT,11/25/2010,20102011
Eastern,10,Southeast,4,21,-6,-0.285714,71,65,3.095238,0.47619,20,L,1,0.428571,Carolina Hurricanes,CAR,11/25/2010,20102011
Eastern,11,Northeast,4,20,-8,-0.4,55,47,2.35,0.475,19,W,1,0.4,Toronto Maple Leafs,TOR,11/25/2010,20102011
Eastern,12,Northeast,5,23,-11,-0.478261,69,58,2.521739,0.413043,19,L,2,0.347826,Buffalo Sabres,BUF,11/25/2010,20102011
Eastern,13,Southeast,5,20,2,0.1,51,53,2.65,0.45,18,L,2,0.45,Florida Panthers,FLA,11/25/2010,20102011
Eastern,14,Atlantic,4,22,-23,-1.045455,66,43,1.954545,0.363636,16,W,2,0.318182,New Jersey Devils,NJD,11/25/2010,20102011
Eastern,15,Atlantic,5,21,-28,-1.333333,72,44,2.095238,0.309524,13,OT,2,0.190476,New York Islanders,NYI,11/25/2010,20102011
Western,1,Central,1,19,14,0.736842,53,67,3.526316,0.736842,28,L,1,0.684211,Detroit Red Wings,DET,11/25/2010,20102011
Western,2,Pacific,1,21,3,0.142857,59,62,2.952381,0.642857,27,W,7,0.52381,Phoenix Coyotes,PHX,11/25/2010,20102011
Western,3,Northwest,1,21,4,0.190476,58,62,2.952381,0.595238,25,W,1,0.52381,Vancouver Canucks,VAN,11/25/2010,20102011
Western,4,Central,2,20,12,0.6,47,59,2.95,0.7,28,W,5,0.7,Columbus Blue Jackets,CBJ,11/25/2010,20102011
Western,5,Central,3,20,2,0.1,52,54,2.7,0.675,27,W,3,0.6,St. Louis Blues,STL,11/25/2010,20102011
Western,6,Pacific,2,21,9,0.428571,53,62,2.952381,0.619048,26,L,2,0.619048,Los Angeles Kings,LAK,11/25/2010,20102011
Western,7,Northwest,2,22,9,0.409091,67,76,3.454545,0.568182,25,L,2,0.545455,Colorado Avalanche,COL,11/25/2010,20102011
Western,8,Pacific,3,20,6,0.3,54,60,3,0.6,24,W,1,0.5,San Jose Sharks,SJS,11/25/2010,20102011
Western,9,Central,4,24,1,0.041667,72,73,3.041667,0.5,24,L,1,0.458333,Chicago Blackhawks,CHI,11/25/2010,20102011
Western,10,Pacific,4,20,1,0.05,58,59,2.95,0.575,23,W,1,0.55,Dallas Stars,DAL,11/25/2010,20102011
Western,11,Pacific,5,23,-12,-0.521739,69,57,2.478261,0.5,23,L,2,0.434783,Anaheim Ducks,ANA,11/25/2010,20102011
Western,12,Northwest,3,20,-6,-0.3,53,47,2.35,0.55,22,L,2,0.5,Minnesota Wild,MIN,11/25/2010,20102011
Western,13,Central,5,20,-5,-0.25,53,48,2.4,0.55,22,OT,1,0.45,Nashville Predators,NSH,11/25/2010,20102011
Western,14,Northwest,4,21,-3,-0.142857,63,60,2.857143,0.428571,18,OT,1,0.380952,Calgary Flames,CGY,11/25/2010,20102011
Western,15,Northwest,5,21,-32,-1.52381,84,52,2.47619,0.380952,16,W,1,0.285714,Edmonton Oilers,EDM,11/25/2010,20102011
Eastern,1,Atlantic,1,22,14,0.636364,53,67,3.045455,0.636364,28,OT,1,0.545455,Pittsburgh Penguins,PIT,11/24/2011,20112012
Eastern,2,Southeast,1,21,10,0.47619,52,62,2.952381,0.642857,27,W,3,0.571429,Florida Panthers,FLA,11/24/2011,20112012
Eastern,3,Northeast,1,20,27,1.35,42,69,3.45,0.65,26,W,10,0.65,Boston Bruins,BOS,11/24/2011,20112012
Eastern,4,Atlantic,2,21,12,0.571429,65,77,3.666667,0.642857,27,W,1,0.571429,Philadelphia Flyers,PHI,11/24/2011,20112012
Eastern,5,Northeast,2,22,0,0,70,70,3.181818,0.590909,26,W,1,0.545455,Toronto Maple Leafs,TOR,11/24/2011,20112012
Eastern,6,Southeast,2,20,4,0.2,62,66,3.3,0.625,25,W,2,0.6,Washington Capitals,WSH,11/24/2011,20112012
Eastern,7,Northeast,3,21,6,0.285714,55,61,2.904762,0.595238,25,OT,1,0.571429,Buffalo Sabres,BUF,11/24/2011,20112012
Eastern,8,Atlantic,3,18,8,0.444444,40,48,2.666667,0.638889,23,L,2,0.555556,New York Rangers,NYR,11/24/2011,20112012
Eastern,9,Atlantic,4,20,-1,-0.05,55,54,2.7,0.575,23,W,1,0.55,New Jersey Devils,NJD,11/24/2011,20112012
Eastern,10,Northeast,4,22,4,0.181818,53,57,2.590909,0.522727,23,W,1,0.454545,Montréal Canadiens,MTL,11/24/2011,20112012
Eastern,11,Northeast,5,21,-8,-0.380952,70,62,2.952381,0.52381,22,OT,1,0.47619,Ottawa Senators,OTT,11/24/2011,20112012
Eastern,12,Southeast,3,20,-12,-0.6,67,55,2.75,0.5,20,L,2,0.45,Tampa Bay Lightning,TBL,11/24/2011,20112012
Eastern,13,Southeast,4,21,-8,-0.380952,69,61,2.904762,0.47619,20,OT,1,0.380952,Winnipeg Jets,WPG,11/24/2011,20112012
Eastern,14,Southeast,5,23,-20,-0.869565,76,56,2.434783,0.434783,20,OT,1,0.347826,Carolina Hurricanes,CAR,11/24/2011,20112012
Eastern,15,Atlantic,5,19,-27,-1.421053,65,38,2,0.368421,14,OT,1,0.263158,New York Islanders,NYI,11/24/2011,20112012
Western,1,Northwest,1,21,8,0.380952,42,50,2.380952,0.690476,29,W,5,0.619048,Minnesota Wild,MIN,11/24/2011,20112012
Western,2,Pacific,1,19,15,0.789474,43,58,3.052632,0.710526,27,W,4,0.684211,San Jose Sharks,SJS,11/24/2011,20112012
Western,3,Central,1,22,3,0.136364,68,71,3.227273,0.613636,27,L,3,0.545455,Chicago Blackhawks,CHI,11/24/2011,20112012
Western,4,Pacific,2,21,-1,-0.047619,57,56,2.666667,0.619048,26,W,2,0.619048,Dallas Stars,DAL,11/24/2011,20112012
Western,5,Pacific,3,22,1,0.045455,53,54,2.454545,0.590909,26,OT,1,0.5,Los Angeles Kings,LAK,11/24/2011,20112012
Western,6,Central,2,20,12,0.6,46,58,2.9,0.625,25,W,3,0.6,Detroit Red Wings,DET,11/24/2011,20112012
Western,7,Pacific,4,20,7,0.35,51,58,2.9,0.625,25,W,1,0.55,Phoenix Coyotes,PHX,11/24/2011,20112012
Western,8,Central,3,21,5,0.238095,48,53,2.52381,0.571429,24,W,1,0.52381,St. Louis Blues,STL,11/24/2011,20112012
Western,9,Northwest,2,21,6,0.285714,51,57,2.714286,0.571429,24,W,1,0.52381,Edmonton Oilers,EDM,11/24/2011,20112012
Western,10,Central,4,21,0,0,57,57,2.714286,0.571429,24,L,2,0.47619,Nashville Predators,NSH,11/24/2011,20112012
Western,11,Northwest,3,21,4,0.190476,57,61,2.904762,0.547619,23,W,2,0.52381,Vancouver Canucks,VAN,11/24/2011,20112012
Western,12,Northwest,4,22,-12,-0.545455,68,56,2.545455,0.431818,19,L,2,0.409091,Colorado Avalanche,COL,11/24/2011,20112012
Western,13,Northwest,5,20,-11,-0.55,56,45,2.25,0.425,17,L,2,0.4,Calgary Flames,CGY,11/24/2011,20112012
Western,14,Pacific,5,21,-22,-1.047619,65,43,2.047619,0.380952,16,L,3,0.285714,Anaheim Ducks,ANA,11/24/2011,20112012
Western,15,Central,5,21,-24,-1.142857,72,48,2.285714,0.309524,13,OT,1,0.238095,Columbus Blue Jackets,CBJ,11/24/2011,20112012
Eastern,1,Atlantic,1,13,7,0.538462,28,35,2.692308,0.730769,19,L,1,0.615385,New Jersey Devils,NJD,2/13/2013,20122013
Eastern,2,Northeast,1,11,7,0.636364,25,32,2.909091,0.818182,18,OT,1,0.727273,Boston Bruins,BOS,2/13/2013,20122013
Eastern,3,Southeast,1,12,2,0.166667,36,38,3.166667,0.625,15,W,2,0.583333,Carolina Hurricanes,CAR,2/13/2013,20122013
Eastern,4,Atlantic,2,14,11,0.785714,34,45,3.214286,0.642857,18,W,1,0.642857,Pittsburgh Penguins,PIT,2/13/2013,20122013
Eastern,5,Northeast,2,13,6,0.461538,33,39,3,0.615385,16,W,4,0.615385,Toronto Maple Leafs,TOR,2/13/2013,20122013
Eastern,6,Northeast,3,14,8,0.571429,27,35,2.5,0.571429,16,L,1,0.5,Ottawa Senators,OTT,2/13/2013,20122013
Eastern,7,Northeast,4,12,2,0.166667,33,35,2.916667,0.625,15,W,1,0.583333,Montréal Canadiens,MTL,2/13/2013,20122013
Eastern,8,Atlantic,3,12,3,0.25,30,33,2.75,0.583333,14,W,3,0.583333,New York Rangers,NYR,2/13/2013,20122013
Eastern,9,Southeast,2,12,10,0.833333,36,46,3.833333,0.541667,13,OT,1,0.5,Tampa Bay Lightning,TBL,2/13/2013,20122013
Eastern,10,Atlantic,4,14,-6,-0.428571,40,34,2.428571,0.464286,13,W,1,0.428571,Philadelphia Flyers,PHI,2/13/2013,20122013
Eastern,11,Southeast,3,12,-8,-0.666667,40,32,2.666667,0.458333,11,L,1,0.416667,Winnipeg Jets,WIN,2/13/2013,20122013
Eastern,12,Northeast,5,14,-9,-0.642857,48,39,2.785714,0.392857,11,L,2,0.357143,Buffalo Sabres,BUF,2/13/2013,20122013
Eastern,13,Southeast,4,12,-16,-1.333333,46,30,2.5,0.416667,10,OT,1,0.333333,Florida Panthers,FLA,2/13/2013,20122013
Eastern,14,Atlantic,5,12,-7,-0.583333,43,36,3,0.375,9,L,5,0.333333,New York Islanders,NYI,2/13/2013,20122013
Eastern,15,Southeast,5,13,-10,-0.769231,46,36,2.769231,0.346154,9,W,2,0.307692,Washington Capitals,WSH,2/13/2013,20122013
Western,1,Central,1,13,16,1.230769,28,44,3.384615,0.884615,23,OT,1,0.769231,Chicago Blackhawks,CHI,2/13/2013,20122013
Western,2,Pacific,1,12,9,0.75,33,42,3.5,0.791667,19,W,2,0.75,Anaheim Ducks,ANA,2/13/2013,20122013
Western,3,Northwest,1,12,10,0.833333,25,35,2.916667,0.75,18,W,6,0.666667,Vancouver Canucks,VAN,2/13/2013,20122013
Western,4,Pacific,2,13,7,0.538462,29,36,2.769231,0.653846,17,OT,1,0.538462,San Jose Sharks,SJS,2/13/2013,20122013
Western,5,Central,2,13,0,0,36,36,2.769231,0.615385,16,OT,1,0.538462,Detroit Red Wings,DET,2/13/2013,20122013
Western,6,Central,3,13,-1,-0.076923,26,25,1.923077,0.615385,16,W,1,0.461538,Nashville Predators,NSH,2/13/2013,20122013
Western,7,Central,4,13,0,0,43,43,3.307692,0.576923,15,W,1,0.538462,St. Louis Blues,STL,2/13/2013,20122013
Western,8,Pacific,3,14,-2,-0.142857,36,34,2.428571,0.535714,15,L,1,0.5,Dallas Stars,DAL,2/13/2013,20122013
Western,9,Pacific,4,13,0,0,35,35,2.692308,0.538462,14,W,2,0.461538,Arizona Coyotes,ARI,2/13/2013,20122013
Western,10,Northwest,2,13,-5,-0.384615,34,29,2.230769,0.5,13,L,1,0.384615,Edmonton Oilers,EDM,2/13/2013,20122013
Western,11,Northwest,3,13,-5,-0.384615,32,27,2.076923,0.5,13,L,1,0.461538,Minnesota Wild,MIN,2/13/2013,20122013
Western,12,Northwest,4,11,-6,-0.545455,39,33,3,0.5,11,W,1,0.363636,Calgary Flames,CGY,2/13/2013,20122013
Western,13,Pacific,5,11,-6,-0.545455,32,26,2.363636,0.454545,10,W,1,0.363636,Los Angeles Kings,LAK,2/13/2013,20122013
Western,14,Central,5,13,-11,-0.846154,41,30,2.307692,0.384615,10,W,1,0.307692,Columbus Blue Jackets,CBJ,2/13/2013,20122013
Western,15,Northwest,5,11,-6,-0.545455,29,23,2.090909,0.409091,9,OT,1,0.363636,Colorado Avalanche,COL,2/13/2013,20122013
Eastern,1,Atlantic,1,25,17,0.68,52,69,2.76,0.68,34,L,1,0.64,Boston Bruins,BOS,11/28/2013,20132014
Eastern,2,Atlantic,2,25,13,0.52,63,76,3.04,0.66,33,W,2,0.64,Tampa Bay Lightning,TBL,11/28/2013,20132014
Eastern,3,Metropolitan,1,26,15,0.576923,63,78,3,0.634615,33,W,1,0.615385,Pittsburgh Penguins,PIT,11/28/2013,20132014
Eastern,4,Atlantic,3,26,-2,-0.076923,71,69,2.653846,0.596154,31,W,2,0.461538,Detroit Red Wings,DET,11/28/2013,20132014
Eastern,5,Atlantic,4,25,15,0.6,52,67,2.68,0.6,30,W,4,0.56,Montréal Canadiens,MTL,11/28/2013,20132014
Eastern,6,Atlantic,5,25,5,0.2,66,71,2.84,0.6,30,OT,1,0.56,Toronto Maple Leafs,TOR,11/28/2013,20132014
Eastern,7,Metropolitan,2,25,-8,-0.32,61,53,2.12,0.52,26,W,1,0.52,New York Rangers,NYR,11/28/2013,20132014
Eastern,8,Metropolitan,3,25,2,0.08,74,76,3.04,0.52,26,L,1,0.48,Washington Capitals,WSH,11/28/2013,20132014
Eastern,9,Metropolitan,4,25,-17,-0.68,70,53,2.12,0.5,25,W,2,0.4,Carolina Hurricanes,CAR,11/28/2013,20132014
Eastern,10,Atlantic,6,26,-10,-0.384615,86,76,2.923077,0.461538,24,L,1,0.384615,Ottawa Senators,OTT,11/28/2013,20132014
Eastern,11,Metropolitan,5,25,-9,-0.36,62,53,2.12,0.46,23,L,3,0.36,New Jersey Devils,NJD,11/28/2013,20132014
Eastern,12,Metropolitan,6,24,-8,-0.333333,60,52,2.166667,0.458333,22,L,2,0.416667,Philadelphia Flyers,PHI,11/28/2013,20132014
Eastern,13,Metropolitan,7,25,-13,-0.52,75,62,2.48,0.42,21,L,1,0.36,Columbus Blue Jackets,CBJ,11/28/2013,20132014
Eastern,14,Metropolitan,8,25,-15,-0.6,85,70,2.8,0.38,19,L,4,0.32,New York Islanders,NYI,11/28/2013,20132014
Eastern,15,Atlantic,7,26,-28,-1.076923,86,58,2.230769,0.365385,19,L,1,0.269231,Florida Panthers,FLA,11/28/2013,20132014
Eastern,16,Atlantic,8,26,-37,-1.423077,82,45,1.730769,0.211538,11,L,5,0.192308,Buffalo Sabres,BUF,11/28/2013,20132014
Western,1,Central,1,26,22,0.846154,73,95,3.653846,0.769231,40,W,4,0.692308,Chicago Blackhawks,CHI,11/28/2013,20132014
Western,2,Central,2,24,35,1.458333,51,86,3.583333,0.8125,39,W,5,0.75,St. Louis Blues,STL,11/28/2013,20132014
Western,3,Pacific,1,24,28,1.166667,54,82,3.416667,0.770833,37,W,3,0.666667,San Jose Sharks,SJS,11/28/2013,20132014
Western,4,Pacific,2,27,12,0.444444,71,83,3.074074,0.685185,37,L,1,0.62963,Anaheim Ducks,ANA,11/28/2013,20132014
Western,5,Pacific,3,26,13,0.5,56,69,2.653846,0.692308,36,OT,1,0.615385,Los Angeles Kings,LAK,11/28/2013,20132014
Western,6,Central,3,23,21,0.913043,49,70,3.043478,0.73913,34,L,1,0.73913,Colorado Avalanche,COL,11/28/2013,20132014
Western,7,Pacific,4,25,4,0.16,79,83,3.32,0.68,34,W,1,0.6,Phoenix Coyotes,PHX,11/28/2013,20132014
Western,8,Central,4,26,4,0.153846,61,65,2.5,0.653846,34,L,2,0.576923,Minnesota Wild,MIN,11/28/2013,20132014
Western,9,Pacific,5,27,2,0.074074,70,72,2.666667,0.574074,31,W,1,0.481481,Vancouver Canucks,VAN,11/28/2013,20132014
Western,10,Central,5,26,-12,-0.461538,72,60,2.307692,0.538462,28,L,1,0.5,Nashville Predators,NSH,11/28/2013,20132014
